player_name,year,target_points,datapoints,points,passing_attempts,passing_completions,passing_yards,passing_touchdowns,passing_interceptions,passing_two_points,rushing_attempts,rushing_yards,rushing_touchdowns,rushing_two_points,receiving_receptions,receiving_yards,receiving_touchdowns,receiving_two_points,fumble_fumbles,fumble_touchdowns
Legedu Naanee,2013,,0,,,,,,,,,,,,,,,,,
Reggie Wayne,2010,7.0625,16,10.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9375,84.6875,0.375,0.0,0.0625,0.0
Reggie Wayne,2011,9.9375,16,7.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6875,60.0,0.25,0.0,0.0,0.0
Reggie Wayne,2012,8.714285714285714,16,9.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,-0.3125,0.0,0.0,6.625,84.6875,0.3125,0.0,0.0625,0.0
Reggie Wayne,2013,5.928571428571429,7,8.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.0,0.0,5.428571428571429,71.85714285714286,0.2857142857142857,0.14285714285714285,0.0,0.0
Nate Washington,2010,9.0625,14,6.928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,-0.5714285714285714,0.0,0.0,2.857142857142857,47.92857142857143,0.42857142857142855,0.0,0.0,0.0
Nate Washington,2011,6.133333333333334,16,9.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.3125,0.0625,0.0,4.625,63.9375,0.4375,0.0,0.0,0.0
Nate Washington,2012,6.933333333333334,15,6.133333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.4,0.26666666666666666,0.0,0.0,0.0
Nate Washington,2013,5.916666666666667,15,6.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8666666666666667,61.266666666666666,0.2,0.0,0.0,0.0
Greg Jennings,2010,11.916666666666666,16,12.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,-0.0625,0.0,0.0,4.75,79.0625,0.75,0.0,0.0,0.0
Greg Jennings,2011,7.125,12,11.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.416666666666667,78.58333333333333,0.75,0.0,0.0,0.0
Greg Jennings,2012,6.928571428571429,8,7.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,45.75,0.5,0.0,0.0,0.0
Greg Jennings,2013,7.357142857142857,14,6.928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.785714285714286,56.785714285714285,0.2857142857142857,0.0,0.0,0.0
Steve Smith,2010,10.0,16,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.5625,0.0,0.0,3.875,42.9375,0.125,0.0,0.125,0.0
Steve Smith,2011,6.352941176470588,16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,3.1875,0.0,0.0,4.4375,77.5,0.4375,0.0,0.0625,0.0
Steve Smith,2012,6.266666666666667,17,6.352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,1.588235294117647,0.0,0.0,3.7058823529411766,53.470588235294116,0.23529411764705882,0.0,0.058823529411764705,0.0
Steve Smith,2013,8.933333333333334,15,6.266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.266666666666667,49.666666666666664,0.26666666666666666,0.0,0.0,0.0
Steve Breaston,2010,6.214285714285714,12,6.25,0.16666666666666666,0.08333333333333333,1.4166666666666667,0.0,0.0,0.0,0.25,2.9166666666666665,0.0,0.0,3.9166666666666665,59.833333333333336,0.08333333333333333,0.0,0.0,0.0
