player_name,year,target_points,datapoints,points,preseason_rank,passing_attempts,passing_completions,passing_yards,passing_touchdowns,passing_interceptions,passing_two_points,rushing_attempts,rushing_yards,rushing_touchdowns,rushing_two_points,receiving_receptions,receiving_yards,receiving_touchdowns,receiving_two_points,fumble_fumbles,fumble_touchdowns,pat_attempts,pat_made,fg_attempts,fg_made,fifty_yd_fg_made,defensive_sacks,defensive_interceptions,defensive_safeties,defensive_fumble_recoveries,defensive_blocked_kicks,defensive_touchdowns,defensive_points_against,defensive_passing_yards_allowed,defensive_rushing_yards_allowed,defensive_total_yards_allowed
Zach Potter,2011,,2,2.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zach Potter,2012,,0,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Potter,2013,,0,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Gronkowski,2010,,2,2.0,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Dan Gronkowski,2011,,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Gronkowski,2012,,0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Gronkowski,2013,,0,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Spaeth,2010,4.666666666666667,4,3.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,
Matt Spaeth,2011,7.0,3,4.666666666666667,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,11.0,0.6666666666666666,0.0,0.0,0.0,,,,,,,,,,,,,,,
Matt Spaeth,2012,7.0,1,7.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Matt Spaeth,2013,6.0,1,7.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
James Casey,2010,10.0,3,2.3333333333333335,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
James Casey,2011,3.6666666666666665,3,10.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.6666666666666665,0.0,0.0,5.0,82.0,0.3333333333333333,0.0,0.0,0.0,,,,,,,,,,,,,,,
James Casey,2012,1.0,12,3.6666666666666665,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,26.25,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,
James Casey,2013,5.333333333333333,2,1.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Stephen Spach,2010,,1,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Stephen Spach,2011,,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Spach,2012,,0,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Spach,2013,,0,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kory Sperry,2010,3.0,3,2.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,24.333333333333332,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Kory Sperry,2011,,1,3.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Kory Sperry,2012,1.0,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kory Sperry,2013,,1,1.0,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jake O'Connell,2010,1.5,1,2.0,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jake O'Connell,2011,1.0,2,1.5,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jake O'Connell,2012,,1,1.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jake O'Connell,2013,,0,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tory Humphrey,2010,,1,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Tory Humphrey,2011,,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tory Humphrey,2012,,0,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tory Humphrey,2013,,0,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay Harbor,2010,3.4,3,3.6666666666666665,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,20.666666666666668,0.3333333333333333,0.0,0.0,0.0,,,,,,,,,,,,,,,
